Unnamed: 0.1,Unnamed: 0,암호화요양기호,요양기관명,기타인력코드,기타인력코드명,기타인력수
124,2223,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,신라요양병원,100,물리치료사,2
125,2224,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,신라요양병원,200,사회복지사,1
126,2225,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연산인제요양병원,100,물리치료사,1
127,2226,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연산인제요양병원,200,사회복지사,1
128,2230,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인다평의료재단 센텀휴요양병원,100,물리치료사,1
129,2231,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인다평의료재단 센텀휴요양병원,200,사회복지사,1
130,2232,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,성산현대요양병원,71,약사,1
131,2233,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,성산현대요양병원,100,물리치료사,2
132,2242,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,의료법인 참사람의료재단 금곡효요양병원,100,물리치료사,1
133,2243,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,의료법인 참사람의료재단 금곡효요양병원,200,사회복지사,1
134,2244,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 은성의료재단 좋은부산요양병원,71,약사,1
135,2245,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 은성의료재단 좋은부산요양병원,100,물리치료사,11
136,2246,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 은성의료재단 좋은부산요양병원,110,작업치료사,5
137,2247,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 은성의료재단 좋은부산요양병원,200,사회복지사,2
138,2248,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 청송의료재단 해뜨락요양병원,100,물리치료사,2
139,2249,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 청송의료재단 해뜨락요양병원,200,사회복지사,3
140,2253,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,다온요양병원,71,약사,1
141,2254,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,다온요양병원,100,물리치료사,1
142,2255,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,다온요양병원,200,사회복지사,1
143,2256,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,선안요양병원,100,물리치료사,1
144,2257,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,선안요양병원,200,사회복지사,1
145,2258,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한우리의료재단 한우리요양병원,71,약사,1
146,2259,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한우리의료재단 한우리요양병원,100,물리치료사,1
147,2260,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한우리의료재단 한우리요양병원,200,사회복지사,1
148,2261,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인청십자의료재단 행복한 요양병원,71,약사,1
149,2262,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인청십자의료재단 행복한 요양병원,100,물리치료사,6
150,2263,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인청십자의료재단 행복한 요양병원,110,작업치료사,4
151,2264,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인청십자의료재단 행복한 요양병원,200,사회복지사,1
152,2265,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,임해누리의료소비자생활협동조합 오륙도요양병원,100,물리치료사,1
153,2266,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,임해누리의료소비자생활협동조합 오륙도요양병원,200,사회복지사,1
154,2267,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,가족사랑 요양병원,71,약사,1
155,2268,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,가족사랑 요양병원,100,물리치료사,2
156,2269,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,가족사랑 요양병원,200,사회복지사,1
157,2270,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,양지요양병원,100,물리치료사,1
158,2271,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,양지요양병원,200,사회복지사,2
159,2272,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,아시아드 요양병원,71,약사,1
160,2273,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,아시아드 요양병원,100,물리치료사,2
161,2274,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,아시아드 요양병원,200,사회복지사,2
162,2275,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학장성심요양병원,100,물리치료사,1
163,2276,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학장성심요양병원,200,사회복지사,1
164,2277,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인은경의료재단 인창대연요양병원,71,약사,1
165,2278,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인은경의료재단 인창대연요양병원,100,물리치료사,22
166,2279,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인은경의료재단 인창대연요양병원,110,작업치료사,12
167,2280,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인은경의료재단 인창대연요양병원,200,사회복지사,1
168,2281,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 해올의료재단 힐마루요양병원,100,물리치료사,2
169,2282,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 해올의료재단 힐마루요양병원,200,사회복지사,3
170,2283,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,곽요양병원,71,약사,1
171,2284,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,곽요양병원,100,물리치료사,1
172,2285,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,곽요양병원,110,작업치료사,2
173,2286,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,곽요양병원,200,사회복지사,2
174,2287,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,그랜드자연요양병원,100,물리치료사,2
175,2288,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,그랜드자연요양병원,200,사회복지사,2
176,2289,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,의료법인 성은의료재단 연산요양병원,71,약사,1
177,2290,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,의료법인 성은의료재단 연산요양병원,200,사회복지사,1
178,2291,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,덕천요양병원,71,약사,1
179,2292,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,덕천요양병원,100,물리치료사,9
180,2293,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,덕천요양병원,110,작업치료사,3
181,2294,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,덕천요양병원,200,사회복지사,1
182,2295,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,우리행복요양병원,100,물리치료사,1
183,2296,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,우리행복요양병원,200,사회복지사,2
184,2297,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,새라새요양병원,100,물리치료사,9
185,2298,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,새라새요양병원,110,작업치료사,4
186,2299,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,새라새요양병원,200,사회복지사,2
187,2304,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,삼인요양병원,71,약사,1
188,2305,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,삼인요양병원,100,물리치료사,1
189,2306,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,삼인요양병원,200,사회복지사,2
190,2307,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,의료법인 현백의료재단 사상제일요양병원,100,물리치료사,1
191,2308,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,의료법인 현백의료재단 사상제일요양병원,200,사회복지사,1
192,2309,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 온그룹의료재단 온요양병원,71,약사,1
193,2310,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 온그룹의료재단 온요양병원,100,물리치료사,11
194,2311,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 온그룹의료재단 온요양병원,110,작업치료사,6
195,2312,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 온그룹의료재단 온요양병원,200,사회복지사,1
196,2313,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 일혜의료재단 행복한요양병원,71,약사,1
197,2314,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 일혜의료재단 행복한요양병원,100,물리치료사,1
198,2315,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 일혜의료재단 행복한요양병원,200,사회복지사,1
199,2316,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,의료법인 사랑나눔의료재단 에보스요양병원,200,사회복지사,1
200,2317,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인 강혜의료재단 온천사랑의요양병원,71,약사,1
201,2318,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인 강혜의료재단 온천사랑의요양병원,100,물리치료사,22
202,2319,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인 강혜의료재단 온천사랑의요양병원,110,작업치료사,12
203,2320,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인 강혜의료재단 온천사랑의요양병원,200,사회복지사,2
204,2321,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서원의료재단 감로수요양병원,100,물리치료사,1
205,2322,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서원의료재단 감로수요양병원,200,사회복지사,1
206,2323,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 굿타임의료재단 타임요양병원,71,약사,1
207,2324,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 굿타임의료재단 타임요양병원,100,물리치료사,23
208,2325,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 굿타임의료재단 타임요양병원,110,작업치료사,10
209,2326,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 굿타임의료재단 타임요양병원,200,사회복지사,1
210,2327,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,준요양병원,71,약사,1
211,2328,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,준요양병원,100,물리치료사,12
212,2329,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,준요양병원,110,작업치료사,4
213,2330,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,준요양병원,200,사회복지사,1
214,2331,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,개금길요양병원,100,물리치료사,1
215,2332,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,개금길요양병원,200,사회복지사,2
216,2333,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,사직요양병원,100,물리치료사,1
217,2334,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,사직요양병원,200,사회복지사,2
218,2335,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 신암의료재단 제일요양병원,100,물리치료사,1
219,2336,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 신암의료재단 제일요양병원,200,사회복지사,1
220,2337,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,한사랑요양병원,100,물리치료사,1
221,2338,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,한사랑요양병원,200,사회복지사,1
222,2339,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,중앙효요양병원,100,물리치료사,4
223,2340,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,중앙효요양병원,200,사회복지사,2
224,2347,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울우리요양병원,100,물리치료사,1
225,2348,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울우리요양병원,200,사회복지사,1
226,2349,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,참요양병원,100,물리치료사,1
227,2350,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,참요양병원,200,사회복지사,2
228,2351,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,해운대 한빛요양병원,71,약사,1
229,2352,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,해운대 한빛요양병원,100,물리치료사,1
230,2353,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,해운대 한빛요양병원,200,사회복지사,1
231,2354,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,가나안요양병원,100,물리치료사,3
232,2355,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,가나안요양병원,200,사회복지사,1
233,2356,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인대성사랑의료재단 제일요양병원,100,물리치료사,1
234,2357,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,한빛의료소비자생활협동조합한빛요양병원,71,약사,1
235,2358,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,한빛의료소비자생활협동조합한빛요양병원,100,물리치료사,2
236,2359,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,한빛의료소비자생활협동조합한빛요양병원,200,사회복지사,1
237,2362,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인연송의료재단 신창요양병원,71,약사,1
238,2363,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인연송의료재단 신창요양병원,100,물리치료사,1
239,2364,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인연송의료재단 신창요양병원,200,사회복지사,2
240,2365,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,센텀해인요양병원,71,약사,1
241,2366,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,센텀해인요양병원,100,물리치료사,1
242,2367,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,센텀해인요양병원,200,사회복지사,2
243,2368,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,센텀파크요양병원,71,약사,1
244,2369,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,센텀파크요양병원,100,물리치료사,1
245,2370,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,센텀파크요양병원,200,사회복지사,2
246,2373,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,세인요양병원,71,약사,1
247,2374,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,세인요양병원,100,물리치료사,12
